filename	sentno	begin	end	gender	number	mentions
Nescio_DeUitvreter	413	39	42	n	sg	een nieuw kacheltje, een kachel van een voorwereldlijk model, die
Nescio_DeUitvreter	413	52	55	n	sg	een voorwereldlijk model
Nescio_DeUitvreter	413	64	66	n	sg	een handkar
Nescio_DeUitvreter	414	3	6	n	sg	een kop thee
Nescio_DeUitvreter	415	3	5	n	sg	een spoelkom, de kom
Nescio_DeUitvreter	415	6	8	n	sg	een kopje
Nescio_DeUitvreter	416	5	8	n	sg	een stukje brood
Nescio_DeUitvreter	417	2	4	n	sg	m'n kast
Nescio_DeUitvreter	421	3	5	n	sg	mijn rijkdom
Nescio_DeUitvreter	421	9	17	n	sg	het onderwerp van mijn mijmeringen over mijn weelde
Nescio_DeUitvreter	421	12	17	n	pl	mijn mijmeringen over mijn weelde
Nescio_DeUitvreter	421	15	17	n	sg	mijn weelde
Nescio_DeUitvreter	422	3	4	n	sg	raad
Nescio_DeUitvreter	423	12	14	n	pl	twee plakken
Nescio_DeUitvreter	423	15	17	n	sg	elke boterham
Nescio_DeUitvreter	427	0	2	n	sg	Het brood
Nescio_DeUitvreter	429	6	7	n	pl	centen, ze
Nescio_DeUitvreter	431	8	9	n	sg	vetpot
Nescio_DeUitvreter	432	1	2	fm	pl	Ze
Nescio_DeUitvreter	434	12	14	fm	pl	die kerels
Nescio_DeUitvreter	434	22	23	fm	pl	ons
Nescio_DeUitvreter	434	23	25	n	sg	de kost
Nescio_DeUitvreter	435	3	5	n	sg	m'n leven
Nescio_DeUitvreter	436	2	4	n	sg	z'n mond
Nescio_DeUitvreter	436	5	8	n	pl	brood en worst
Nescio_DeUitvreter	436	10	12	n	pl	z'n handen
Nescio_DeUitvreter	438	4	6	n	sg	een binnenzak
Nescio_DeUitvreter	438	6	11	n	sg	een oud vermolmd onwelriekend krantje, 't krantje, er, er
Nescio_DeUitvreter	438	13	15	n	pl	de vouwen
Nescio_DeUitvreter	438	18	21	n	sg	De Vlachtwedder Grensbode
Nescio_DeUitvreter	439	3	5	n	sg	een artikeltje
Nescio_DeUitvreter	439	8	11	n	sg	Brieven uit Amsterdam
Nescio_DeUitvreter	440	9	12	n	pl	de vijf andere
Nescio_DeUitvreter	440	13	15	m	sg	z'n broer
Nescio_DeUitvreter	441	3	6	n	sg	een sneedje brood
Nescio_DeUitvreter	443	5	12	n	sg	't laatste van m'n twee ons worst
Nescio_DeUitvreter	444	8	10	n	sg	z'n mond
Nescio_DeUitvreter	444	14	16	n	sg	't mes
Nescio_DeUitvreter	445	10	11	n	sg	kantoor
Nescio_DeUitvreter	446	5	7	n	sg	m'n hoofd
Nescio_DeUitvreter	446	8	10	n	sg	de kraan
Nescio_DeUitvreter	450	4	6	n	sg	den weg
Nescio_DeUitvreter	450	9	11	fm	pl	de menschen
Nescio_DeUitvreter	450	12	14	n	pl	de wagens
Nescio_DeUitvreter	450	15	17	n	pl	de huizen
Nescio_DeUitvreter	451	4	8	f	pl	de lieve jonge meisjes
Nescio_DeUitvreter	451	9	13	f	pl	de pas getrouwde vrouwtjes, Die pas getrouwde vrouwtjes
Nescio_DeUitvreter	453	10	14	n	pl	al die lieve diertjes
Nescio_DeUitvreter	455	3	5	fm	pl	die kaffers, ze, zij, ze
Nescio_DeUitvreter	456	4	6	n	sg	de straat
Nescio_DeUitvreter	456	10	12	n	sg	den grond
Nescio_DeUitvreter	456	16	18	n	pl	vervelende gezichten
Nescio_DeUitvreter	456	25	27	n	sg	't leven
Nescio_DeUitvreter	458	0	3	n	pl	Die paar centen
Nescio_DeUitvreter	459	0	2	n	sg	't Artikeltje
Nescio_DeUitvreter	460	5	8	n	sg	een potje bier
Nescio_DeUitvreter	461	15	16	n	sg	huis
Nescio_DeUitvreter	461	33	35	n	sg	een sigaar
Nescio_DeUitvreter	462	0	2	n	sg	De regen, ie
Nescio_DeUitvreter	462	4	6	n	sg	't dak, er
Nescio_DeUitvreter	462	13	15	n	pl	de ruiten
Nescio_DeUitvreter	464	2	4	n	sg	een sigaar
Nescio_DeUitvreter	464	10	12	n	sg	den rook
Nescio_DeUitvreter	467	3	5	n	sg	de penning
Nescio_DeUitvreter	468	17	18	n	sg	verf
Nescio_DeUitvreter	469	5	7	n	sg	de stad
Nescio_DeUitvreter	469	11	12	n	pl	zaken
Nescio_DeUitvreter	469	22	24	n	sg	van Houten, Van Houten, een kantoorbediende, die, -ie, Hij, hem
Nescio_DeUitvreter	469	28	29	n	sg	kantoor
Nescio_DeUitvreter	469	30	31	n	sg	huis
Nescio_DeUitvreter	470	3	7	n	sg	een kennis van Bavink
Nescio_DeUitvreter	471	3	6	n	sg	een dikken roman
Nescio_DeUitvreter	471	9	11	fm	sg	de uitgever
Nescio_DeUitvreter	472	13	14	n	pl	nooden
Nescio_DeUitvreter	475	0	1	fm	pl	We
Nescio_DeUitvreter	476	1	3	m	sg	De burgerman
Nescio_DeUitvreter	476	4	5	fm	pl	ons
Nescio_DeUitvreter	476	7	9	n	sg	de kost
Nescio_DeUitvreter	477	6	8	n	sg	een riks
Nescio_DeUitvreter	480	2	6	n	sg	die malle zalmkleurige jas, er, er, er
Nescio_DeUitvreter	482	12	13	n	sg	Ouderkerk
Nescio_DeUitvreter	482	14	16	n	sg	de brug
Nescio_DeUitvreter	482	17	19	n	pl	de pummels
Nescio_DeUitvreter	482	20	22	n	sg	een mouw
Nescio_DeUitvreter	484	1	3	n	sg	dien regen, dien regen
Nescio_DeUitvreter	485	3	5	n	sg	't raam
Nescio_DeUitvreter	488	6	8	n	pl	mijn knieën
Nescio_DeUitvreter	491	5	7	n	sg	't water
Nescio_DeUitvreter	492	5	7	n	sg	dat weer
Nescio_DeUitvreter	494	2	4	n	sg	je nest
Nescio_DeUitvreter	495	2	4	n	sg	't gordijn
Nescio_DeUitvreter	495	8	10	n	sg	m'n ledikant
Nescio_DeUitvreter	496	22	24	n	sg	mijn rekening
Nescio_DeUitvreter	496	24	29	n	sg	een half maatje ouwe klare
Nescio_DeUitvreter	496	27	29	n	sg	ouwe klare
Nescio_DeUitvreter	497	8	10	n	sg	m'n arm
Nescio_DeUitvreter	499	3	4	n	sg	zolder
Nescio_DeUitvreter	499	5	7	n	sg	m'n vest, m'n vest
Nescio_DeUitvreter	500	0	2	m	sg	De tapper, den tapper
Nescio_DeUitvreter	503	3	6	n	pl	al die trappen
Nescio_DeUitvreter	503	8	10	n	sg	de straat
Nescio_DeUitvreter	505	11	13	n	pl	z'n schoenen
Nescio_DeUitvreter	506	9	11	n	sg	z'n schouder
Nescio_DeUitvreter	508	3	4	n	sg	jenever
Nescio_DeUitvreter	511	2	4	n	sg	een spatje
Nescio_DeUitvreter	514	5	7	n	sg	mijn bed
Nescio_DeUitvreter	516	4	6	n	sg	den grond
Nescio_DeUitvreter	516	16	18	n	sg	z'n hoofd, z'n hoofd
Nescio_DeUitvreter	517	8	11	n	pl	zijn twee schoenen, die natte krengen
Nescio_DeUitvreter	517	13	15	n	sg	den vloer
Nescio_DeUitvreter	519	3	5	n	sg	z'n broek
Nescio_DeUitvreter	519	6	11	n	sg	de leuning van een stoel
Nescio_DeUitvreter	519	9	11	n	sg	een stoel
Nescio_DeUitvreter	520	0	2	n	sg	Mijn stelletje
Nescio_DeUitvreter	520	8	10	n	sg	den hoek
Nescio_DeUitvreter	520	17	19	n	sg	z'n jasje
Nescio_DeUitvreter	520	25	27	n	sg	z'n vest
Nescio_DeUitvreter	521	3	6	n	sg	mijn beste deken
Nescio_DeUitvreter	521	14	16	n	sg	een spatje
Nescio_DeUitvreter	521	22	24	n	sg	't stapeltje
Nescio_DeUitvreter	522	5	6	n	sg	tafel
Nescio_DeUitvreter	522	10	12	n	pl	mijn centen
Nescio_DeUitvreter	523	5	7	n	sg	de lamp
Nescio_DeUitvreter	523	8	10	n	sg	de olie
Nescio_DeUitvreter	524	3	5	n	sg	mijn ledekant
Nescio_DeUitvreter	524	10	12	n	sg	de kou
Nescio_DeUitvreter	527	3	4	n	sg	thee
Nescio_DeUitvreter	527	10	11	n	sg	water
Nescio_DeUitvreter	527	16	19	fm	pl	m'n ontstelde buren
Nescio_DeUitvreter	527	20	24	m	sg	een neef van mij
Nescio_DeUitvreter	533	3	6	n	sg	een kom thee
Nescio_DeUitvreter	533	11	13	n	sg	't raam
Nescio_DeUitvreter	533	13	15	n	sg	z'n kom, die
Nescio_DeUitvreter	536	12	14	n	sg	de lijn
Nescio_DeUitvreter	537	1	3	n	sg	de deur
Nescio_DeUitvreter	538	4	6	n	sg	zoo'n hok
Nescio_DeUitvreter	540	2	4	n	sg	mijn bed
Nescio_DeUitvreter	541	1	2	n	sg	tafel
Nescio_DeUitvreter	542	15	20	n	pl	de centen van den burgerman
Nescio_DeUitvreter	542	18	20	m	sg	den burgerman
Nescio_DeUitvreter	543	1	2	fm	sg	u
Nescio_DeUitvreter	544	0	1	n	sg	V.
Nescio_DeUitvreter	545	1	2	fm	sg	Koekebakker, Koekebakker, Koekebakker, Koekebakker, Jij, Koekebakker, je, jij, jij, Je, Koekebakker, je, Koekebakker, Koekebakker
Nescio_DeUitvreter	548	5	11	n	sg	een fleschje inkt van een stuiver
Nescio_DeUitvreter	548	9	11	n	sg	een stuiver
Nescio_DeUitvreter	548	12	15	n	pl	een pak kranten, die kranten, 't pak, het pak kranten, 't, ze
Nescio_DeUitvreter	552	3	5	n	sg	mijn ziel
Nescio_DeUitvreter	553	0	2	fm	sg	Zoo'n uitvreter
Nescio_DeUitvreter	555	2	4	n	sg	een klap
Nescio_DeUitvreter	556	1	5	n	sg	Nieuwzen van den Dag, Nieuwzen van den dag, Nieuws van den Dag, het Nieuws van den Dag
Nescio_DeUitvreter	559	3	4	m	sg	man
Nescio_DeUitvreter	561	1	3	n	sg	een stoel
Nescio_DeUitvreter	564	0	1	n	pl	Heeren
Nescio_DeUitvreter	566	4	5	fm	pl	jelui, jelui
Nescio_DeUitvreter	566	7	9	n	sg	den handel, den handel
Nescio_DeUitvreter	566	17	19	n	sg	'n toer
Nescio_DeUitvreter	567	2	3	m	sg	je, kerel, Je
Nescio_DeUitvreter	568	11	13	n	sg	z'n pen, z'n pen
Nescio_DeUitvreter	568	14	16	n	sg	de inkt
Nescio_DeUitvreter	568	19	21	n	sg	z'n papier
Nescio_DeUitvreter	577	0	1	fm	pl	We
Nescio_DeUitvreter	578	11	12	n	sg	tafel
Nescio_DeUitvreter	580	4	5	n	sg	handel
Nescio_DeUitvreter	581	10	11	n	sg	school, school
Nescio_DeUitvreter	582	5	6	n	pl	schapen
Nescio_DeUitvreter	582	8	9	n	sg	Australië
Nescio_DeUitvreter	582	13	15	n	sg	't Suezkanaal
Nescio_DeUitvreter	585	3	4	n	sg	polarisatie
Nescio_DeUitvreter	587	0	3	n	pl	De raarste dingen
Nescio_DeUitvreter	588	2	4	n	sg	't Fransch
Nescio_DeUitvreter	588	9	10	n	sg	inventaris
Nescio_DeUitvreter	592	2	5	m	sg	je ouwe heer
Nescio_DeUitvreter	592	7	9	n	sg	een kantoor
Nescio_DeUitvreter	593	6	9	n	pl	al die dingen
Nescio_DeUitvreter	593	13	15	n	sg	een kwast
Nescio_DeUitvreter	593	15	16	n	sg	papier
Nescio_DeUitvreter	594	3	6	n	sg	't ouwe gedonderjaag
Nescio_DeUitvreter	598	0	1	fm	pl	Ze, ze, Ze, ze, ze, ze, ze
Nescio_DeUitvreter	600	5	7	fm	pl	de anderen, hun
Nescio_DeUitvreter	600	8	10	n	sg	hun werk
Nescio_DeUitvreter	602	18	22	n	pl	al die wonderlijke dingen
Nescio_DeUitvreter	602	27	30	m	sg	de oue boekhouder, De ouwe boekhouder, hij, De boekhouder
Nescio_DeUitvreter	602	33	34	m	sg	jongetje
Nescio_DeUitvreter	602	35	37	n	sg	het leven
Nescio_DeUitvreter	603	0	1	n	sg	Bakken
Nescio_DeUitvreter	604	11	12	fm	sg	me
Nescio_DeUitvreter	605	1	3	m	sg	de baas, den baas, de baas, den baas, hem
Nescio_DeUitvreter	605	8	9	n	pl	dierengeluiden
Nescio_DeUitvreter	605	11	13	n	pl	komieke liedjes, die
Nescio_DeUitvreter	606	0	5	m	sg	De zoon van den baas, een ingebeelde kwajongen, ie, Hij, zijn, dien jongeheer
Nescio_DeUitvreter	606	16	17	n	sg	kantoor
Nescio_DeUitvreter	606	18	19	n	pl	centen
Nescio_DeUitvreter	607	15	16	n	sg	superioriteit
Nescio_DeUitvreter	607	17	22	fm	pl	de bedienden van zijn pa
Nescio_DeUitvreter	607	20	22	m	sg	zijn pa
Nescio_DeUitvreter	608	0	2	fm	pl	De lui, zich
Nescio_DeUitvreter	608	4	6	n	sg	een beroerte
Nescio_DeUitvreter	609	5	7	n	sg	een schrijfmachine
Nescio_DeUitvreter	609	9	11	n	sg	een boek
Nescio_DeUitvreter	610	2	3	fm	pl	ze, ze
Nescio_DeUitvreter	610	5	7	n	sg	"een toestel, de "" guillotine """
Nescio_DeUitvreter	611	3	4	n	pl	monsters, Die monsters, die
Nescio_DeUitvreter	612	7	9	n	pl	alle monsters
Nescio_DeUitvreter	613	0	2	fm	pl	De lui, ze, Ze
Nescio_DeUitvreter	615	9	11	fm	pl	de klanten
Nescio_DeUitvreter	616	7	8	n	sg	gelegenheid
Nescio_DeUitvreter	616	9	11	n	sg	een brief, den brief, ie
Nescio_DeUitvreter	617	5	7	m	sg	de man, die
Nescio_DeUitvreter	617	21	23	m	sg	den man, waaraan
Nescio_DeUitvreter	620	2	7	n	sg	een poot van den baas
Nescio_DeUitvreter	621	12	14	n	sg	de hand
Nescio_DeUitvreter	623	7	8	fm	sg	handel
Nescio_DeUitvreter	624	6	7	fm	sg	volontair
Nescio_DeUitvreter	624	9	11	n	sg	een effectenkantoortje
Nescio_DeUitvreter	624	12	13	n	pl	krantjes
Nescio_DeUitvreter	624	15	17	n	sg	een boek
Nescio_DeUitvreter	624	21	26	n	pl	de stukken van de klanten
Nescio_DeUitvreter	624	24	26	fm	pl	de klanten
Nescio_DeUitvreter	625	0	3	fm	sg	Je ergste vijand
Nescio_DeUitvreter	626	0	1	fm	pl	Ze, ze
Nescio_DeUitvreter	628	9	11	n	sg	't copieboek
Nescio_DeUitvreter	629	13	15	n	sg	mijn hoofd
Nescio_DeUitvreter	635	5	8	n	sg	een bom duiten
Nescio_DeUitvreter	636	3	4	n	sg	Kortenhoef
Nescio_DeUitvreter	636	5	7	n	sg	een hooibergje
Nescio_DeUitvreter	636	0	10	n	sg	Een slootje bij Kortenhoef met een hooibergje en een kalf
Nescio_DeUitvreter	636	8	10	n	sg	een kalf
Nescio_DeUitvreter	638	3	5	n	sg	zijn portemonnaie, Hij, hij
Nescio_DeUitvreter	639	4	6	n	pl	de centen, de centen, Harde riksjes
Nescio_DeUitvreter	645	3	4	n	sg	Friesland, Friesland, Friesland, Friesland
Nescio_DeUitvreter	646	3	5	n	sg	den winter
Nescio_DeUitvreter	649	2	4	n	pl	z'n schouders
Nescio_DeUitvreter	652	0	2	fm	pl	Jelui kerels
Nescio_DeUitvreter	652	9	11	n	sg	een reden
Nescio_DeUitvreter	652	12	14	n	sg	een doel
Nescio_DeUitvreter	656	12	16	n	sg	den sneltrein van zevenen
Nescio_DeUitvreter	657	2	6	n	sg	een jas zonder knoopen, die, zijn jas
Nescio_DeUitvreter	657	5	6	n	pl	knoopen
Nescio_DeUitvreter	657	15	17	n	sg	een pet, die
Nescio_DeUitvreter	657	24	26	n	pl	de ooren, de ooren
Nescio_DeUitvreter	657	29	31	n	pl	z'n voeten
Nescio_DeUitvreter	657	31	37	n	pl	de nieuwe gele schoenen van Appi
Nescio_DeUitvreter	658	1	3	n	sg	z'n hand
Nescio_DeUitvreter	658	5	11	n	sg	een papieren sigarenpijpje met een reclame
Nescio_DeUitvreter	658	9	11	n	sg	een reclame
Nescio_DeUitvreter	659	9	10	fm	pl	we
Nescio_DeUitvreter	661	6	8	n	sg	een vischhengel, dien vischhengel, zijn vischhengel, die
Nescio_DeUitvreter	664	7	9	n	pl	vier sigaren
Nescio_DeUitvreter	664	10	13	n	sg	zijn papieren sigarenpijpje
Nescio_DeUitvreter	664	18	20	n	sg	het portier
Nescio_DeUitvreter	664	30	33	n	sg	een beetje tabak
Nescio_DeUitvreter	665	7	9	n	pl	zes knoopen
Nescio_DeUitvreter	665	13	18	n	pl	een paar rooie pluche pantoffels
Nescio_DeUitvreter	665	19	21	n	pl	zijn voeten
Nescio_DeUitvreter	668	6	8	n	sg	den trein
Nescio_DeUitvreter	669	7	9	n	sg	't water
Nescio_DeUitvreter	671	13	15	n	sg	een kleur
Nescio_DeUitvreter	671	13	18	n	sg	een kleur van roode baksteen
Nescio_DeUitvreter	671	19	23	n	sg	een lucht van koemest
Nescio_DeUitvreter	671	22	23	n	sg	koemest
Nescio_DeUitvreter	672	2	5	n	sg	twee pond tabak, die, er, de twee pond, die tabak
Nescio_DeUitvreter	673	12	14	n	sg	een sigaar
Nescio_DeUitvreter	674	8	10	n	sg	een peukie, dat
Nescio_DeUitvreter	678	14	16	n	sg	een sigaar
Nescio_DeUitvreter	678	17	19	n	sg	't hoofd
Nescio_DeUitvreter	681	6	12	n	sg	den Boulevard du Nord in Brussel
Nescio_DeUitvreter	682	7	10	n	sg	een grijs hoedje
Nescio_DeUitvreter	682	11	16	n	sg	een goudgeel smal zijden dasje
Nescio_DeUitvreter	682	17	20	n	sg	een geruit overhemd
Nescio_DeUitvreter	682	21	23	n	sg	een gordel
Nescio_DeUitvreter	682	24	32	n	sg	een wit flanellen jasje met dunne blauwe streepjes
Nescio_DeUitvreter	682	29	32	n	pl	dunne blauwe streepjes
Nescio_DeUitvreter	682	33	37	n	sg	een witte linnen broek
Nescio_DeUitvreter	682	43	48	n	pl	bruine sokken met witte ruiten
Nescio_DeUitvreter	682	46	48	n	pl	witte ruiten
Nescio_DeUitvreter	682	49	51	n	pl	lage schoenen
Nescio_DeUitvreter	686	5	9	n	sg	het Gare du Nord
Nescio_DeUitvreter	686	10	14	n	sg	het Gare du Midi
Nescio_DeUitvreter	686	15	17	n	pl	de boulevards
Nescio_DeUitvreter	690	1	2	n	sg	Uccle
Nescio_DeUitvreter	693	1	8	n	sg	het Maastrichtsche bierhuis op de Place Brouckère
Nescio_DeUitvreter	693	5	8	n	sg	de Place Brouckère
Nescio_DeUitvreter	693	9	10	fm	pl	wij
Nescio_DeUitvreter	693	10	14	n	pl	ettelijke potjes zuur bier, waar, al die ettelijke potjes, de potjes bier
Nescio_DeUitvreter	695	6	8	n	sg	zijn stoel
Nescio_DeUitvreter	695	16	18	n	sg	een beschouwing
Nescio_DeUitvreter	695	19	20	n	sg	asphalt
Nescio_DeUitvreter	695	22	25	n	sg	de groote markt
Nescio_DeUitvreter	695	27	30	n	sg	het mooie weer
Nescio_DeUitvreter	695	36	37	n	sg	huis
Nescio_DeUitvreter	698	8	11	n	sg	een verbonden hoofd
Nescio_DeUitvreter	699	1	4	n	sg	Marchienne aux Ponts
Nescio_DeUitvreter	699	6	8	fm	sg	een mijnwerker
Nescio_DeUitvreter	699	8	11	n	sg	een geëmailleerd etens-pannetje
Nescio_DeUitvreter	699	12	14	n	sg	't hoofd
Nescio_DeUitvreter	701	6	9	n	sg	zijn witte broek, die
Nescio_DeUitvreter	703	5	7	n	sg	't hok
Nescio_DeUitvreter	703	11	13	n	pl	zijn sigaren
Nescio_DeUitvreter	703	14	15	n	sg	tafel
Nescio_DeUitvreter	703	26	28	n	sg	zijn jas, zijn jas
Nescio_DeUitvreter	703	30	32	n	sg	zijn hoed
Nescio_DeUitvreter	703	36	38	n	sg	een sigaar, er
Nescio_DeUitvreter	703	42	44	n	sg	het puntje
Nescio_DeUitvreter	703	49	51	n	pl	de lucifers
Nescio_DeUitvreter	703	64	66	n	sg	één sigaar
Nescio_DeUitvreter	704	2	4	n	sg	een tweede
Nescio_DeUitvreter	704	9	12	n	sg	een groot stuk
Nescio_DeUitvreter	705	4	6	n	sg	't endje
Nescio_DeUitvreter	705	18	20	n	sg	een speld
Nescio_DeUitvreter	708	2	3	fm	pl	wij
Nescio_DeUitvreter	709	11	12	n	sg	Kerstmis
Nescio_DeUitvreter	709	13	14	n	sg	Nieuwjaar
Nescio_DeUitvreter	709	19	20	fm	pl	wij, we, we
Nescio_DeUitvreter	710	4	5	n	pl	herinneringen
Nescio_DeUitvreter	711	24	26	n	sg	den Amstel
Nescio_DeUitvreter	712	3	5	n	sg	de punt
Nescio_DeUitvreter	712	13	15	n	sg	de Volharding, de Volharding
Nescio_DeUitvreter	712	23	25	n	sg	een tjalk
Nescio_DeUitvreter	712	26	28	n	sg	den grond
Nescio_DeUitvreter	712	30	32	n	sg	den Omval
Nescio_DeUitvreter	713	4	6	n	sg	het water
Nescio_DeUitvreter	713	9	14	n	sg	de weerkaatsing van de sterren
Nescio_DeUitvreter	713	12	14	n	pl	de sterren, De sterren
Nescio_DeUitvreter	713	17	19	n	sg	zijn rechterhand
Nescio_DeUitvreter	713	20	22	n	sg	het water
Nescio_DeUitvreter	713	32	33	fm	pl	ons, ons, onzen
Nescio_DeUitvreter	713	38	40	n	sg	de bocht
Nescio_DeUitvreter	714	0	2	fm	pl	De kerels, hen
Nescio_DeUitvreter	714	6	9	fm	sg	een van hen
Nescio_DeUitvreter	714	11	13	n	sg	de achterplecht
Nescio_DeUitvreter	714	18	20	fm	pl	nakende verdommelingen
Nescio_DeUitvreter	714	24	26	n	sg	een steen, die
Nescio_DeUitvreter	714	32	33	n	sg	boeg
Nescio_DeUitvreter	714	34	36	n	sg	't water
Nescio_DeUitvreter	715	17	18	fm	pl	we
Nescio_DeUitvreter	716	14	15	n	pl	burgermanstermen
Nescio_DeUitvreter	717	10	13	f	sg	een Fransche dame, een verdomd lief wijf
Nescio_DeUitvreter	718	4	6	fm	pl	die twee
Nescio_DeUitvreter	718	8	11	n	sg	't steenen havenhoofd
Nescio_DeUitvreter	718	15	17	n	sg	de balustrade
Nescio_DeUitvreter	718	19	21	n	sg	de lichtboei
Nescio_DeUitvreter	718	29	31	n	sg	de branding
Nescio_DeUitvreter	719	19	20	fm	pl	we, wij, we
Nescio_DeUitvreter	721	4	6	n	sg	een betrekking
Nescio_DeUitvreter	727	0	2	n	sg	De kachel
Nescio_DeUitvreter	728	0	1	fm	pl	Wij, ons, wij, wij
Nescio_DeUitvreter	728	3	5	n	pl	ons drieën
Nescio_DeUitvreter	728	6	7	n	pl	jassen
Nescio_DeUitvreter	728	9	10	n	pl	kragen
Nescio_DeUitvreter	728	14	15	n	pl	hoeden
Nescio_DeUitvreter	728	28	31	n	sg	het kapitalistische gemoed
Nescio_DeUitvreter	730	7	11	n	sg	de ijzige donkere ruimte, de ruimte
Nescio_DeUitvreter	730	12	14	n	sg	de nacht
Nescio_DeUitvreter	731	5	7	n	sg	de duisternis
Nescio_DeUitvreter	731	8	11	n	sg	de ijzige wind
Nescio_DeUitvreter	732	0	3	n	pl	Al die werelden
Nescio_DeUitvreter	733	13	19	n	pl	al die 1500 millioen ongelukkige menschen
Nescio_DeUitvreter	734	11	13	n	sg	de kamer
Nescio_DeUitvreter	736	6	8	n	sg	de Waal, de Waal
Nescio_DeUitvreter	737	1	2	n	sg	Zaltbommel
Nescio_DeUitvreter	737	17	19	n	sg	den trein
Nescio_DeUitvreter	737	20	22	n	sg	de brug, de brug
Nescio_DeUitvreter	738	0	1	n	sg	Tusschen
Nescio_DeUitvreter	738	4	6	n	sg	de stad
Nescio_DeUitvreter	738	9	12	n	sg	een groote lichtplek
Nescio_DeUitvreter	738	13	15	n	sg	het water
Nescio_DeUitvreter	739	0	2	n	sg	Het water
Nescio_DeUitvreter	740	11	13	n	sg	het water
Nescio_DeUitvreter	741	0	1	m	sg	God, God, God, ie, God
Nescio_DeUitvreter	742	23	25	n	sg	het water
Nescio_DeUitvreter	743	4	6	n	sg	dat getal
Nescio_DeUitvreter	744	1	2	n	pl	regendagen
Nescio_DeUitvreter	745	1	2	n	pl	nachten
Nescio_DeUitvreter	746	1	2	fm	pl	menschen
Nescio_DeUitvreter	746	3	5	n	sg	dat water
Nescio_DeUitvreter	746	16	19	n	pl	al die sterren
Nescio_DeUitvreter	746	22	28	n	pl	de nachten dat 't zoo vroor
Nescio_DeUitvreter	747	1	2	fm	pl	menschen, die
Nescio_DeUitvreter	747	8	10	fm	pl	hoeveel menschen
Nescio_DeUitvreter	747	11	13	n	sg	dat water
Nescio_DeUitvreter	749	3	5	n	sg	het water
Nescio_DeUitvreter	751	4	5	n	sg	tijd, den tijd
Nescio_DeUitvreter	753	0	2	n	pl	Japies tanden
Nescio_DeUitvreter	753	10	11	n	sg	huis
Nescio_DeUitvreter	753	17	19	n	sg	de pof
Nescio_DeUitvreter	755	6	7	f	sg	Jeanne, haar, haar, ze, haar, Zij, haar, zij, Zijn Française, haar, haar, zij, haar, ze, Ze, haar, ze, Jeanne, ze, Jeanne, haar
Nescio_DeUitvreter	755	13	14	fm	pl	wij, Wij, wij, wij
Nescio_DeUitvreter	756	2	4	n	pl	haar handjes
Nescio_DeUitvreter	756	12	14	n	pl	haar oogen, Donkere oogen
Nescio_DeUitvreter	757	5	7	n	sg	zwart haar
Nescio_DeUitvreter	759	2	5	n	pl	de akeligste confidenties
Nescio_DeUitvreter	759	7	12	n	sg	een witte rok met kantjes
Nescio_DeUitvreter	759	11	12	n	pl	kantjes
Nescio_DeUitvreter	759	14	19	n	sg	een rok van lila zij
Nescio_DeUitvreter	759	17	19	n	sg	lila zij
Nescio_DeUitvreter	759	21	25	n	pl	haar kleine witte voetjes
Nescio_DeUitvreter	759	27	29	n	sg	allerlei lichaamsdeelen
Nescio_DeUitvreter	760	5	6	n	sg	Fransch
Nescio_DeUitvreter	760	9	12	n	pl	eenige tientallen malen
Nescio_DeUitvreter	760	14	16	n	sg	het woord
Nescio_DeUitvreter	761	0	4	n	sg	"De laatste "" e"
Nescio_DeUitvreter	762	4	5	n	sg	Hollandsch
Nescio_DeUitvreter	763	4	6	m	sg	haar man, een misselijken droogpruimer
Nescio_DeUitvreter	765	7	8	n	sg	kantoor
Nescio_DeUitvreter	766	3	5	n	sg	zijn gezicht
Nescio_DeUitvreter	766	6	9	n	pl	zijn beide handen
Nescio_DeUitvreter	766	19	21	n	sg	een poot
Nescio_DeUitvreter	767	1	3	n	sg	de trap
Nescio_DeUitvreter	768	0	2	n	sg	Een Maart
Nescio_DeUitvreter	769	2	3	n	sg	April
Nescio_DeUitvreter	771	13	15	n	sg	een kantoorgebouw
Nescio_DeUitvreter	772	3	5	n	sg	't raam
Nescio_DeUitvreter	772	8	10	n	sg	't lokaal
Nescio_DeUitvreter	777	9	11	n	sg	een boek, er, 't
Nescio_DeUitvreter	777	12	14	n	pl	de rekken
Nescio_DeUitvreter	777	42	44	n	sg	de copieerpers
Nescio_DeUitvreter	777	50	52	n	pl	alle ramen, de ramen
Nescio_DeUitvreter	778	2	5	n	sg	een fijne sneeuw
Nescio_DeUitvreter	779	0	1	n	pl	Vlokken
Nescio_DeUitvreter	781	3	5	n	sg	een copieboek, er, 't copieboek
Nescio_DeUitvreter	781	30	32	n	pl	zijn handen
Nescio_DeUitvreter	784	14	16	n	sg	die handel
Nescio_DeUitvreter	788	2	6	n	sg	het bezoek van Bavink
Nescio_DeUitvreter	788	7	8	fm	pl	ze
Nescio_DeUitvreter	788	10	11	n	sg	Afrika, Afrika
Nescio_DeUitvreter	790	10	12	n	sg	een November-namiddag
Nescio_DeUitvreter	790	15	25	n	sg	den steenen wal bij het haventje van Wijk bij Duurstede, Daar
Nescio_DeUitvreter	790	22	25	n	sg	Wijk bij Duurstede, Wijk bij Duurstede
Nescio_DeUitvreter	791	4	6	n	sg	den modder
Nescio_DeUitvreter	793	3	8	n	sg	een enorm wijde grijze jas, die
